Time(s),position(rad)_axis_1,position(rad)_axis_2,position(rad)_axis_3,position(rad)_axis_4,position(rad)_axis_5,position(rad)_axis_6
10.6656,-1.37413,0,0,0,0,0
10.69893,-1.35329,0,0,0,0,0
10.73226,-1.33246,0,0,0,0,0
10.76559,-1.31163,0,0,0,0,0
10.79892,-1.2908,0,0,0,0,0
10.83225,-1.26997,0,0,0,0,0
10.86558,-1.24914,0,0,0,0,0
10.89891,-1.22831,0,0,0,0,0
10.93224,-1.20748,0,0,0,0,0
10.96557,-1.18664,0,0,0,0,0
10.9989,-1.16581,0,0,0,0,0
11.03223,-1.14498,0,0,0,0,0
11.06556,-1.12415,0,0,0,0,0
11.09889,-1.10332,0,0,0,0,0
11.13222,-1.08249,0,0,0,0,0
11.16555,-1.06166,0,0,0,0,0
11.19888,-1.04082,0,0,0,0,0
11.23221,-1.01999,0,0,0,0,0
11.26554,-0.99916,0,0,0,0,0
11.29887,-0.97833,0,0,0,0,0
11.3322,-0.9575,0,0,0,0,0
11.36553,-0.93667,0,0,0,0,0
11.39886,-0.91584,0,0,0,0,0
11.43219,-0.89501,0,0,0,0,0
11.46552,-0.88209,0,0,0,0,0
11.49885,-0.86334,0,0,0,0,0
11.53218,-0.84251,0,0,0,0,0
11.56551,-0.82168,0,0,0,0,0
11.59884,-0.80085,0,0,0,0,0
11.63217,-0.78002,0,0,0,0,0
11.6655,-0.75919,0,0,0,0,0
11.69883,-0.73836,0,0,0,0,0
11.73216,-0.71753,0,0,0,0,0
11.76549,-0.69669,0,0,0,0,0
11.79882,-0.67793,0,0,0,0,0
11.83215,-0.66503,0,0,0,0,0
11.86548,-0.6442,0,0,0,0,0
11.89881,-0.62337,0,0,0,0,0
11.93214,-0.60254,0,0,0,0,0
11.96547,-0.58171,0,0,0,0,0
11.9988,-0.56088,0,0,0,0,0
12.03213,-0.54004,0,0,0,0,0
12.06546,-0.51921,0,0,0,0,0
12.09879,-0.49838,0,0,0,0,0
12.13212,-0.47755,0,0,0,0,0
12.16545,-0.45672,0,0,0,0,0
12.19878,-0.44294,0,0,0,0,0
12.23211,-0.42506,0,0,0,0,0
12.26544,-0.40423,0,0,0,0,0
12.29877,-0.38339,0,0,0,0,0
12.3321,-0.36256,0,0,0,0,0
12.36543,-0.34173,0,0,0,0,0
12.39876,-0.3209,0,0,0,0,0
12.43209,-0.30007,0,0,0,0,0
12.46542,-0.27924,0,0,0,0,0
12.49875,-0.25841,0,0,0,0,0
12.53208,-0.23879,0,0,0,0,0
12.56541,-0.22674,0,0,0,0,0
12.59874,-0.20591,0,0,0,0,0
12.63207,-0.18508,0,0,0,0,0
12.6654,-0.16425,0,0,0,0,0
12.69873,-0.14342,0,0,0,0,0
12.73206,-0.12259,0,0,0,0,0
12.76539,-0.10176,0,0,0,0,0
12.79872,-0.08093,0,0,0,0,0
12.83205,-0.06009,0,0,0,0,0
12.86538,-0.04463,0,0,0,0,0
12.89871,-0.02843,0,0,0,0,0
12.93204,-0.0138,0,0,0,0,0
12.96537,-0.00338,0,0,0,0,0
12.9987,0,0,0,0,0,0
13.03203,0,0,0,0,0,0
13.06536,0,0,0,0,0,0
13.09869,0,0,0,0,0,0
13.13202,0,0,0,0,0,0
13.16535,-0.00911,0,0,0,0,0
13.19868,-0.01,0,0,0,0,0
13.23201,-0.02988,0,0,0,0,0
13.26534,-0.04071,0,0,0,0,0
13.29867,-0.06154,0,0,0,0,0
13.332,-0.08238,0,0,0,0,0
13.36533,-0.10321,0,0,0,0,0
13.39866,-0.12404,0,0,0,0,0
13.43199,-0.14487,0,0,0,0,0
13.46532,-0.1657,0,0,0,0,0
13.49865,-0.18653,0,0,0,0,0
13.53198,-0.20736,0,0,0,0,0
13.56531,-0.22819,0,0,0,0,0
13.59864,-0.24903,0,0,0,0,0
13.63197,-0.26986,0,0,0,0,0
13.6653,-0.29069,0,0,0,0,0
13.69863,-0.31152,0,0,0,0,0
13.73196,-0.33235,0,0,0,0,0
13.76529,-0.35318,0,0,0,0,0
13.79862,-0.37401,0,0,0,0,0
13.83195,-0.39484,0,0,0,0,0
13.86528,-0.41567,0,0,0,0,0
13.89861,-0.43651,0,0,0,0,0
13.93194,-0.45734,0,0,0,0,0
13.96527,-0.47817,0,0,0,0,0
13.9986,-0.499,0,0,0,0,0
14.03193,-0.51983,0,0,0,0,0
14.06526,-0.54066,0,0,0,0,0
14.09859,-0.56149,0,0,0,0,0
14.13192,-0.58232,0,0,0,0,0
14.16525,-0.60316,0,0,0,0,0
14.19858,-0.62399,0,0,0,0,0
14.23191,-0.64482,0,0,0,0,0
14.26524,-0.66565,0,0,0,0,0
14.29857,-0.68648,0,0,0,0,0
14.3319,-0.70731,0,0,0,0,0
14.36523,-0.72814,0,0,0,0,0
14.39856,-0.74898,0,0,0,0,0
14.43189,-0.76981,0,0,0,0,0
14.46522,-0.79064,0,0,0,0,0
14.49855,-0.81147,0,0,0,0,0
14.53188,-0.8323,0,0,0,0,0
14.56521,-0.85313,0,0,0,0,0
14.59854,-0.87396,0,0,0,0,0
14.63187,-0.89479,0,0,0,0,0
14.6652,-0.91562,0,0,0,0,0
14.69853,-0.92823,0,0,0,0,0
14.73186,-0.94729,0,0,0,0,0
14.76519,-0.96812,0,0,0,0,0
14.79852,-0.98895,0,0,0,0,0
14.83185,-1.00978,0,0,0,0,0
14.86518,-1.03061,0,0,0,0,0
14.89851,-1.05144,0,0,0,0,0
14.93184,-1.07227,0,0,0,0,0
14.96517,-1.09311,0,0,0,0,0
14.9985,-1.11394,0,0,0,0,0
15.03183,-1.13477,0,0,0,0,0
15.06516,-1.1556,0,0,0,0,0
15.09849,-1.17643,0,0,0,0,0
15.13182,-1.19726,0,0,0,0,0
15.16515,-1.21809,0,0,0,0,0
15.19848,-1.23892,0,0,0,0,0
15.23181,-1.25976,0,0,0,0,0
15.26514,-1.28059,0,0,0,0,0
15.29847,-1.30142,0,0,0,0,0
15.3318,-1.32225,0,0,0,0,0
15.36513,-1.34308,0,0,0,0,0
15.39846,-1.36391,0,0,0,0,0
15.43179,-1.38474,0,0,0,0,0
15.46512,-1.40557,0,0,0,0,0
15.49845,-1.42641,0,0,0,0,0
15.53178,-1.44724,0,0,0,0,0
15.56511,-1.46807,0,0,0,0,0
15.59844,-1.4889,0,0,0,0,0
15.63177,-1.50973,0,0,0,0,0
15.6651,-1.53056,0,0,0,0,0
15.69843,-1.55139,0,0,0,0,0
15.73176,-1.57222,0,0,0,0,0
15.76509,-1.59306,0,0,0,0,0
15.79842,-1.61389,0,0,0,0,0
15.83175,-1.63472,0,0,0,0,0
15.86508,-1.65555,0,0,0,0,0
15.89841,-1.67638,0,0,0,0,0
15.93174,-1.69721,0,0,0,0,0
15.96507,-1.71804,0,0,0,0,0
15.9984,-1.73888,0,0,0,0,0
16.03173,-1.75971,0,0,0,0,0
16.06506,-1.78054,0,0,0,0,0
16.09839,-1.80137,0,0,0,0,0
16.13172,-1.8222,0,0,0,0,0
16.16505,-1.84303,0,0,0,0,0
16.19838,-1.86386,0,0,0,0,0
16.23171,-1.88469,0,0,0,0,0
16.26504,-1.90553,0,0,0,0,0
16.29837,-1.92636,0,0,0,0,0
16.3317,-1.94719,0,0,0,0,0
16.36503,-1.96802,0,0,0,0,0
16.39836,-1.98885,0,0,0,0,0
16.43169,-2.00968,0,0,0,0,0
16.46502,-2.03051,0,0,0,0,0
16.49835,-2.05134,0,0,0,0,0
16.53168,-2.07217,0,0,0,0,0
16.56501,-2.09301,0,0,0,0,0
16.59834,-2.11384,0,0,0,0,0
16.63167,-2.13467,0,0,0,0,0
16.665,-2.1555,0,0,0,0,0
16.69833,-2.17633,0,0,0,0,0
16.73166,-2.19716,0,0,0,0,0
16.76499,-2.21799,0,0,0,0,0
16.79832,-2.23883,0,0,0,0,0
16.83165,-2.25966,0,0,0,0,0
16.86498,-2.28049,0,0,0,0,0
16.89831,-2.30132,0,0,0,0,0
16.93164,-2.32215,0,0,0,0,0
16.96497,-2.34298,0,0,0,0,0
16.9983,-2.36381,0,0,0,0,0
17.03163,-2.38464,0,0,0,0,0
17.06496,-2.40548,0,0,0,0,0
17.09829,-2.42631,0,0,0,0,0
17.13162,-2.44714,0,0,0,0,0
17.16495,-2.45898,0,0,0,0,0
17.19828,-2.4788,0,0,0,0,0
17.23161,-2.49963,0,0,0,0,0
17.26494,-2.52046,0,0,0,0,0
17.29827,-2.54129,0,0,0,0,0
17.3316,-2.56212,0,0,0,0,0
17.36493,-2.58296,0,0,0,0,0
17.39826,-2.60379,0,0,0,0,0
17.43159,-2.62462,0,0,0,0,0
17.46492,-2.64545,0,0,0,0,0
17.49825,-2.66628,0,0,0,0,0
17.53158,-2.68711,0,0,0,0,0
17.56491,-2.70794,0,0,0,0,0
17.59824,-2.72877,0,0,0,0,0
17.63157,-2.74961,0,0,0,0,0
17.6649,-2.77044,0,0,0,0,0
17.69823,-2.79127,0,0,0,0,0
17.73156,-2.8121,0,0,0,0,0
17.76489,-2.83293,0,0,0,0,0
17.79822,-2.85376,0,0,0,0,0
17.83155,-2.87459,0,0,0,0,0
17.86488,-2.89542,0,0,0,0,0
17.89821,-2.91626,0,0,0,0,0
17.93154,-2.93709,0,0,0,0,0
17.96487,-2.95792,0,0,0,0,0
17.9982,-2.97875,0,0,0,0,0
18.03153,-2.99958,0,0,0,0,0
18.06486,-3.02021,0,0,0,0,0
18.09819,-3.03062,0,0,0,0,0
18.13152,-3.04,0,0,0,0,0
18.16485,-3.04145,0,0,0,0,0
18.19818,-3.05,0,0,0,0,0
18.23151,-3.05,0,0,0,0,0
18.26484,-3.0473,0,0,0,0,0
18.29817,-3.03688,0,0,0,0,0
18.3315,-3.02294,0,0,0,0,0
18.36483,-3.00211,0,0,0,0,0
18.39816,-2.98564,0,0,0,0,0
18.43149,-2.97044,0,0,0,0,0
18.46482,-2.94961,0,0,0,0,0
18.49815,-2.92878,0,0,0,0,0
18.53148,-2.90795,0,0,0,0,0
18.56481,-2.88712,0,0,0,0,0
18.59814,-2.86629,0,0,0,0,0
18.63147,-2.84546,0,0,0,0,0
18.6648,-2.82462,0,0,0,0,0
18.69813,-2.80379,0,0,0,0,0
18.73146,-2.78296,0,0,0,0,0
18.76479,-2.76213,0,0,0,0,0
18.79812,-2.7413,0,0,0,0,0
18.83145,-2.72047,0,0,0,0,0
18.86478,-2.69964,0,0,0,0,0
18.89811,-2.67881,0,0,0,0,0
18.93144,-2.65798,0,0,0,0,0
18.96477,-2.63714,0,0,0,0,0
18.9981,-2.61631,0,0,0,0,0
19.03143,-2.59548,0,0,0,0,0
19.06476,-2.57465,0,0,0,0,0
19.09809,-2.55382,0,0,0,0,0
19.13142,-2.53299,0,0,0,0,0
19.16475,-2.51216,0,0,0,0,0
19.19808,-2.49133,0,0,0,0,0
19.23141,-2.47049,0,0,0,0,0
19.26474,-2.44966,0,0,0,0,0
19.29807,-2.42883,0,0,0,0,0
19.3314,-2.408,0,0,0,0,0
19.36473,-2.38717,0,0,0,0,0
19.39806,-2.36634,0,0,0,0,0
19.43139,-2.34551,0,0,0,0,0
19.46472,-2.32468,0,0,0,0,0
19.49805,-2.30384,0,0,0,0,0
19.53138,-2.28301,0,0,0,0,0
19.56471,-2.26218,0,0,0,0,0
19.59804,-2.24135,0,0,0,0,0
19.63137,-2.22052,0,0,0,0,0
19.6647,-2.19969,0,0,0,0,0
19.69803,-2.17886,0,0,0,0,0
19.73136,-2.15803,0,0,0,0,0
19.76469,-2.13719,0,0,0,0,0
19.79802,-2.11636,0,0,0,0,0
19.83135,-2.09553,0,0,0,0,0
19.86468,-2.0747,0,0,0,0,0
19.89801,-2.05387,0,0,0,0,0
19.93134,-2.03304,0,0,0,0,0
19.96467,-2.01221,0,0,0,0,0
19.998,-1.99138,0,0,0,0,0
20.03133,-1.97054,0,0,0,0,0
20.06466,-1.94971,0,0,0,0,0
20.09799,-1.92888,0,0,0,0,0
20.13132,-1.90805,0,0,0,0,0
20.16465,-1.88722,0,0,0,0,0
20.19798,-1.86639,0,0,0,0,0
20.23131,-1.84556,0,0,0,0,0
20.26464,-1.82472,0,0,0,0,0
20.29797,-1.80389,0,0,0,0,0
20.3313,-1.78306,0,0,0,0,0
20.36463,-1.76223,0,0,0,0,0
20.39796,-1.7414,0,0,0,0,0
20.43129,-1.72057,0,0,0,0,0
20.46462,-1.69974,0,0,0,0,0
20.49795,-1.67891,0,0,0,0,0
20.53128,-1.65807,0,0,0,0,0
20.56461,-1.63724,0,0,0,0,0
20.59794,-1.61641,0,0,0,0,0
20.63127,-1.59558,0,0,0,0,0
20.6646,-1.57475,0,0,0,0,0
20.69793,-1.55392,0,0,0,0,0
20.73126,-1.53309,0,0,0,0,0
20.76459,-1.51226,0,0,0,0,0
20.79792,-1.49143,0,0,0,0,0
20.83125,-1.47059,0,0,0,0,0
20.86458,-1.44976,0,0,0,0,0
20.89791,-1.42893,0,0,0,0,0
20.93124,-1.4081,0,0,0,0,0
20.96457,-1.38727,0,0,0,0,0
20.9979,-1.36644,0,0,0,0,0
21.03123,-1.3528,0,0,0,0,0
21.06456,-1.33477,0,0,0,0,0
21.09789,-1.31394,0,0,0,0,0
21.13122,-1.29311,0,0,0,0,0
21.16455,-1.27228,0,0,0,0,0
21.19788,-1.25145,0,0,0,0,0
21.23121,-1.23062,0,0,0,0,0
21.26454,-1.20979,0,0,0,0,0
21.29787,-1.18896,0,0,0,0,0
21.3312,-1.16812,0,0,0,0,0
21.36453,-1.14729,0,0,0,0,0
21.39786,-1.12646,0,0,0,0,0
21.43119,-1.10563,0,0,0,0,0
21.46452,-1.0848,0,0,0,0,0
21.49785,-1.06397,0,0,0,0,0
21.53118,-1.04314,0,0,0,0,0
21.56451,-1.02231,0,0,0,0,0
21.59784,-1.00148,0,0,0,0,0
21.63117,-0.98064,0,0,0,0,0
21.6645,-0.95981,0,0,0,0,0
21.69783,-0.93898,0,0,0,0,0
21.73116,-0.91815,0,0,0,0,0
21.76449,-0.89732,0,0,0,0,0
21.79782,-0.87649,0,0,0,0,0
21.83115,-0.85566,0,0,0,0,0
21.86448,-0.83483,0,0,0,0,0
21.89781,-0.81399,0,0,0,0,0
21.93114,-0.79316,0,0,0,0,0
21.96447,-0.77233,0,0,0,0,0
21.9978,-0.7515,0,0,0,0,0
22.03113,-0.73067,0,0,0,0,0
22.06446,-0.70984,0,0,0,0,0
22.09779,-0.68901,0,0,0,0,0
22.13112,-0.66818,0,0,0,0,0
22.16445,-0.64734,0,0,0,0,0
22.19778,-0.62651,0,0,0,0,0
22.23111,-0.60568,0,0,0,0,0
22.26444,-0.58485,0,0,0,0,0
22.29777,-0.56402,0,0,0,0,0
22.3311,-0.54319,0,0,0,0,0
22.36443,-0.52236,0,0,0,0,0
22.39776,-0.50153,0,0,0,0,0
22.43109,-0.48069,0,0,0,0,0
22.46442,-0.45986,0,0,0,0,0
22.49775,-0.43903,0,0,0,0,0
22.53108,-0.4182,0,0,0,0,0
22.56441,-0.39737,0,0,0,0,0
