Time(s),position(rad)_axis_1,position(rad)_axis_2,position(rad)_axis_3,position(rad)_axis_4,position(rad)_axis_5,position(rad)_axis_6
10.93224,-1.47176,0,0,0,0,0
10.96557,-1.45093,0,0,0,0,0
10.9989,-1.43009,0,0,0,0,0
11.03223,-1.40926,0,0,0,0,0
11.06556,-1.38843,0,0,0,0,0
11.09889,-1.3676,0,0,0,0,0
11.13222,-1.34677,0,0,0,0,0
11.16555,-1.32594,0,0,0,0,0
11.19888,-1.30511,0,0,0,0,0
11.23221,-1.28428,0,0,0,0,0
11.26554,-1.26344,0,0,0,0,0
11.29887,-1.24261,0,0,0,0,0
11.3322,-1.22178,0,0,0,0,0
11.36553,-1.20095,0,0,0,0,0
11.39886,-1.18012,0,0,0,0,0
11.43219,-1.15929,0,0,0,0,0
11.46552,-1.13846,0,0,0,0,0
11.49885,-1.11763,0,0,0,0,0
11.53218,-1.09679,0,0,0,0,0
11.56551,-1.07596,0,0,0,0,0
11.59884,-1.05513,0,0,0,0,0
11.63217,-1.0343,0,0,0,0,0
11.6655,-1.01347,0,0,0,0,0
11.69883,-0.99264,0,0,0,0,0
11.73216,-0.97181,0,0,0,0,0
11.76549,-0.95097,0,0,0,0,0
11.79882,-0.93014,0,0,0,0,0
11.83215,-0.90931,0,0,0,0,0
11.86548,-0.88848,0,0,0,0,0
11.89881,-0.86765,0,0,0,0,0
11.93214,-0.84682,0,0,0,0,0
11.96547,-0.82599,0,0,0,0,0
11.9988,-0.80516,0,0,0,0,0
12.03213,-0.78433,0,0,0,0,0
12.06546,-0.76349,0,0,0,0,0
12.09879,-0.74266,0,0,0,0,0
12.13212,-0.72183,0,0,0,0,0
12.16545,-0.701,0,0,0,0,0
12.19878,-0.68017,0,0,0,0,0
12.23211,-0.65934,0,0,0,0,0
12.26544,-0.63851,0,0,0,0,0
12.29877,-0.61768,0,0,0,0,0
12.3321,-0.59684,0,0,0,0,0
12.36543,-0.57601,0,0,0,0,0
12.39876,-0.55518,0,0,0,0,0
12.43209,-0.53435,0,0,0,0,0
12.46542,-0.51352,0,0,0,0,0
12.49875,-0.49269,0,0,0,0,0
12.53208,-0.47593,0,0,0,0,0
12.56541,-0.46102,0,0,0,0,0
12.59874,-0.44019,0,0,0,0,0
12.63207,-0.41936,0,0,0,0,0
12.6654,-0.39853,0,0,0,0,0
12.69873,-0.3777,0,0,0,0,0
12.73206,-0.35687,0,0,0,0,0
12.76539,-0.33604,0,0,0,0,0
12.79872,-0.31521,0,0,0,0,0
12.83205,-0.29438,0,0,0,0,0
12.86538,-0.27354,0,0,0,0,0
12.89871,-0.25271,0,0,0,0,0
12.93204,-0.23188,0,0,0,0,0
12.96537,-0.21105,0,0,0,0,0
12.9987,-0.19022,0,0,0,0,0
13.03203,-0.16939,0,0,0,0,0
13.06536,-0.14856,0,0,0,0,0
13.09869,-0.12773,0,0,0,0,0
13.13202,-0.10689,0,0,0,0,0
13.16535,-0.08606,0,0,0,0,0
13.19868,-0.06523,0,0,0,0,0
13.23201,-0.0444,0,0,0,0,0
13.26534,-0.02678,0,0,0,0,0
13.29867,-0.01637,0,0,0,0,0
13.332,-0.01,0,0,0,0,0
13.36533,-0.00554,0,0,0,0,0
13.39866,0,0,0,0,0,0
13.43199,-0.00529,0,0,0,0,0
13.46532,-0.01,0,0,0,0,0
13.49865,-0.01612,0,0,0,0,0
13.53198,-0.03308,0,0,0,0,0
13.56531,-0.05391,0,0,0,0,0
13.59864,-0.07474,0,0,0,0,0
13.63197,-0.09557,0,0,0,0,0
13.6653,-0.11641,0,0,0,0,0
13.69863,-0.13724,0,0,0,0,0
13.73196,-0.15807,0,0,0,0,0
13.76529,-0.1789,0,0,0,0,0
13.79862,-0.19973,0,0,0,0,0
13.83195,-0.22056,0,0,0,0,0
13.86528,-0.24139,0,0,0,0,0
13.89861,-0.26222,0,0,0,0,0
13.93194,-0.28306,0,0,0,0,0
13.96527,-0.30194,0,0,0,0,0
13.9986,-0.31472,0,0,0,0,0
14.03193,-0.33555,0,0,0,0,0
14.06526,-0.35638,0,0,0,0,0
14.09859,-0.37721,0,0,0,0,0
14.13192,-0.39804,0,0,0,0,0
14.16525,-0.41888,0,0,0,0,0
14.19858,-0.43971,0,0,0,0,0
14.23191,-0.46054,0,0,0,0,0
14.26524,-0.48137,0,0,0,0,0
14.29857,-0.5022,0,0,0,0,0
14.3319,-0.52303,0,0,0,0,0
14.36523,-0.54386,0,0,0,0,0
14.39856,-0.56469,0,0,0,0,0
14.43189,-0.58553,0,0,0,0,0
14.46522,-0.60636,0,0,0,0,0
14.49855,-0.62719,0,0,0,0,0
14.53188,-0.64802,0,0,0,0,0
14.56521,-0.66885,0,0,0,0,0
14.59854,-0.68968,0,0,0,0,0
14.63187,-0.71051,0,0,0,0,0
14.6652,-0.73134,0,0,0,0,0
14.69853,-0.75217,0,0,0,0,0
14.73186,-0.77301,0,0,0,0,0
14.76519,-0.79384,0,0,0,0,0
14.79852,-0.81467,0,0,0,0,0
14.83185,-0.8355,0,0,0,0,0
14.86518,-0.85633,0,0,0,0,0
14.89851,-0.87716,0,0,0,0,0
14.93184,-0.89799,0,0,0,0,0
14.96517,-0.91883,0,0,0,0,0
14.9985,-0.93966,0,0,0,0,0
15.03183,-0.96049,0,0,0,0,0
15.06516,-0.98132,0,0,0,0,0
15.09849,-1.00215,0,0,0,0,0
15.13182,-1.02298,0,0,0,0,0
15.16515,-1.04381,0,0,0,0,0
15.19848,-1.06464,0,0,0,0,0
15.23181,-1.08548,0,0,0,0,0
15.26514,-1.10631,0,0,0,0,0
15.29847,-1.12714,0,0,0,0,0
15.3318,-1.14797,0,0,0,0,0
15.36513,-1.1688,0,0,0,0,0
15.39846,-1.18963,0,0,0,0,0
15.43179,-1.21046,0,0,0,0,0
15.46512,-1.23065,0,0,0,0,0
15.49845,-1.24212,0,0,0,0,0
15.53178,-1.26296,0,0,0,0,0
15.56511,-1.28379,0,0,0,0,0
15.59844,-1.30462,0,0,0,0,0
15.63177,-1.32545,0,0,0,0,0
15.6651,-1.34628,0,0,0,0,0
15.69843,-1.36711,0,0,0,0,0
15.73176,-1.38794,0,0,0,0,0
15.76509,-1.40877,0,0,0,0,0
15.79842,-1.42961,0,0,0,0,0
15.83175,-1.45044,0,0,0,0,0
15.86508,-1.47127,0,0,0,0,0
15.89841,-1.4921,0,0,0,0,0
15.93174,-1.51293,0,0,0,0,0
15.96507,-1.53376,0,0,0,0,0
15.9984,-1.55459,0,0,0,0,0
16.03173,-1.57542,0,0,0,0,0
16.06506,-1.59626,0,0,0,0,0
16.09839,-1.61709,0,0,0,0,0
16.13172,-1.63792,0,0,0,0,0
16.16505,-1.65875,0,0,0,0,0
16.19838,-1.67958,0,0,0,0,0
16.23171,-1.70041,0,0,0,0,0
16.26504,-1.72124,0,0,0,0,0
16.29837,-1.74207,0,0,0,0,0
16.3317,-1.76291,0,0,0,0,0
16.36503,-1.78374,0,0,0,0,0
16.39836,-1.80457,0,0,0,0,0
16.43169,-1.8254,0,0,0,0,0
16.46502,-1.84623,0,0,0,0,0
16.49835,-1.86706,0,0,0,0,0
16.53168,-1.88789,0,0,0,0,0
16.56501,-1.90872,0,0,0,0,0
16.59834,-1.92956,0,0,0,0,0
16.63167,-1.95039,0,0,0,0,0
16.665,-1.97122,0,0,0,0,0
16.69833,-1.99205,0,0,0,0,0
16.73166,-2.01288,0,0,0,0,0
16.76499,-2.03371,0,0,0,0,0
16.79832,-2.05454,0,0,0,0,0
16.83165,-2.07537,0,0,0,0,0
16.86498,-2.09621,0,0,0,0,0
16.89831,-2.11704,0,0,0,0,0
16.93164,-2.13787,0,0,0,0,0
16.96497,-2.1587,0,0,0,0,0
16.9983,-2.17953,0,0,0,0,0
17.03163,-2.20036,0,0,0,0,0
17.06496,-2.2206,0,0,0,0,0
17.09829,-2.23202,0,0,0,0,0
17.13162,-2.25286,0,0,0,0,0
17.16495,-2.27369,0,0,0,0,0
17.19828,-2.29452,0,0,0,0,0
17.23161,-2.31535,0,0,0,0,0
17.26494,-2.33618,0,0,0,0,0
17.29827,-2.35701,0,0,0,0,0
17.3316,-2.37784,0,0,0,0,0
17.36493,-2.39867,0,0,0,0,0
17.39826,-2.41951,0,0,0,0,0
17.43159,-2.44034,0,0,0,0,0
17.46492,-2.46117,0,0,0,0,0
17.49825,-2.482,0,0,0,0,0
17.53158,-2.50283,0,0,0,0,0
17.56491,-2.52366,0,0,0,0,0
17.59824,-2.54449,0,0,0,0,0
17.63157,-2.56532,0,0,0,0,0
17.6649,-2.58616,0,0,0,0,0
17.69823,-2.60699,0,0,0,0,0
17.73156,-2.62782,0,0,0,0,0
17.76489,-2.64865,0,0,0,0,0
17.79822,-2.66948,0,0,0,0,0
17.83155,-2.69031,0,0,0,0,0
17.86488,-2.71114,0,0,0,0,0
17.89821,-2.73197,0,0,0,0,0
17.93154,-2.7514,0,0,0,0,0
17.96487,-2.76364,0,0,0,0,0
17.9982,-2.78,0,0,0,0,0
18.03153,-2.78265,0,0,0,0,0
18.06486,-2.79,0,0,0,0,0
18.09819,-2.79,0,0,0,0,0
18.13152,-2.7861,0,0,0,0,0
18.16485,-2.77569,0,0,0,0,0
18.19818,-2.76527,0,0,0,0,0
18.23151,-2.74971,0,0,0,0,0
18.26484,-2.72888,0,0,0,0,0
18.29817,-2.70805,0,0,0,0,0
18.3315,-2.68722,0,0,0,0,0
18.36483,-2.66639,0,0,0,0,0
18.39816,-2.64556,0,0,0,0,0
18.43149,-2.62472,0,0,0,0,0
18.46482,-2.60389,0,0,0,0,0
18.49815,-2.58306,0,0,0,0,0
18.53148,-2.56223,0,0,0,0,0
18.56481,-2.5414,0,0,0,0,0
18.59814,-2.52057,0,0,0,0,0
18.63147,-2.49987,0,0,0,0,0
18.6648,-2.48891,0,0,0,0,0
18.69813,-2.46807,0,0,0,0,0
18.73146,-2.44724,0,0,0,0,0
18.76479,-2.42641,0,0,0,0,0
18.79812,-2.40558,0,0,0,0,0
18.83145,-2.38475,0,0,0,0,0
18.86478,-2.36392,0,0,0,0,0
18.89811,-2.34309,0,0,0,0,0
18.93144,-2.32226,0,0,0,0,0
18.96477,-2.30143,0,0,0,0,0
18.9981,-2.28059,0,0,0,0,0
19.03143,-2.25976,0,0,0,0,0
19.06476,-2.23893,0,0,0,0,0
19.09809,-2.2181,0,0,0,0,0
19.13142,-2.19727,0,0,0,0,0
19.16475,-2.17644,0,0,0,0,0
19.19808,-2.15561,0,0,0,0,0
19.23141,-2.13477,0,0,0,0,0
19.26474,-2.11394,0,0,0,0,0
19.29807,-2.09311,0,0,0,0,0
19.3314,-2.07228,0,0,0,0,0
19.36473,-2.05145,0,0,0,0,0
19.39806,-2.03062,0,0,0,0,0
19.43139,-2.00979,0,0,0,0,0
19.46472,-1.98896,0,0,0,0,0
19.49805,-1.96812,0,0,0,0,0
19.53138,-1.94729,0,0,0,0,0
19.56471,-1.92646,0,0,0,0,0
19.59804,-1.90563,0,0,0,0,0
19.63137,-1.8848,0,0,0,0,0
19.6647,-1.86397,0,0,0,0,0
19.69803,-1.84314,0,0,0,0,0
19.73136,-1.82231,0,0,0,0,0
19.76469,-1.80148,0,0,0,0,0
19.79802,-1.78064,0,0,0,0,0
19.83135,-1.75981,0,0,0,0,0
19.86468,-1.73898,0,0,0,0,0
19.89801,-1.71815,0,0,0,0,0
19.93134,-1.69732,0,0,0,0,0
19.96467,-1.67649,0,0,0,0,0
19.998,-1.65566,0,0,0,0,0
20.03133,-1.63483,0,0,0,0,0
20.06466,-1.61399,0,0,0,0,0
20.09799,-1.59316,0,0,0,0,0
20.13132,-1.57233,0,0,0,0,0
20.16465,-1.5515,0,0,0,0,0
20.19798,-1.53067,0,0,0,0,0
20.23131,-1.50984,0,0,0,0,0
20.26464,-1.48901,0,0,0,0,0
20.29797,-1.46818,0,0,0,0,0
20.3313,-1.44734,0,0,0,0,0
20.36463,-1.42651,0,0,0,0,0
20.39796,-1.40568,0,0,0,0,0
20.43129,-1.38485,0,0,0,0,0
20.46462,-1.36402,0,0,0,0,0
20.49795,-1.34319,0,0,0,0,0
20.53128,-1.32236,0,0,0,0,0
20.56461,-1.30153,0,0,0,0,0
20.59794,-1.28069,0,0,0,0,0
20.63127,-1.25986,0,0,0,0,0
20.6646,-1.23903,0,0,0,0,0
20.69793,-1.2182,0,0,0,0,0
20.73126,-1.19737,0,0,0,0,0
20.76459,-1.17654,0,0,0,0,0
20.79792,-1.15571,0,0,0,0,0
20.83125,-1.13488,0,0,0,0,0
20.86458,-1.11404,0,0,0,0,0
20.89791,-1.09321,0,0,0,0,0
20.93124,-1.07238,0,0,0,0,0
20.96457,-1.05155,0,0,0,0,0
20.9979,-1.03072,0,0,0,0,0
21.03123,-1.00989,0,0,0,0,0
21.06456,-0.98906,0,0,0,0,0
21.09789,-0.96823,0,0,0,0,0
21.13122,-0.9487,0,0,0,0,0
21.16455,-0.93656,0,0,0,0,0
21.19788,-0.91573,0,0,0,0,0
21.23121,-0.8949,0,0,0,0,0
21.26454,-0.87407,0,0,0,0,0
21.29787,-0.85324,0,0,0,0,0
21.3312,-0.83241,0,0,0,0,0
21.36453,-0.81158,0,0,0,0,0
21.39786,-0.79074,0,0,0,0,0
21.43119,-0.76991,0,0,0,0,0
21.46452,-0.74908,0,0,0,0,0
21.49785,-0.72825,0,0,0,0,0
21.53118,-0.70742,0,0,0,0,0
21.56451,-0.68659,0,0,0,0,0
21.59784,-0.66576,0,0,0,0,0
21.63117,-0.64493,0,0,0,0,0
21.6645,-0.62409,0,0,0,0,0
21.69783,-0.60326,0,0,0,0,0
21.73116,-0.58243,0,0,0,0,0
21.76449,-0.5616,0,0,0,0,0
21.79782,-0.54077,0,0,0,0,0
21.83115,-0.51994,0,0,0,0,0
21.86448,-0.49911,0,0,0,0,0
21.89781,-0.47828,0,0,0,0,0
21.93114,-0.45744,0,0,0,0,0
21.96447,-0.43661,0,0,0,0,0
21.9978,-0.41578,0,0,0,0,0
22.03113,-0.39495,0,0,0,0,0
22.06446,-0.37412,0,0,0,0,0
22.09779,-0.35329,0,0,0,0,0
22.13112,-0.33246,0,0,0,0,0
22.16445,-0.31163,0,0,0,0,0
22.19778,-0.29079,0,0,0,0,0
22.23111,-0.26996,0,0,0,0,0
22.26444,-0.24913,0,0,0,0,0
22.29777,-0.2283,0,0,0,0,0
22.3311,-0.20747,0,0,0,0,0
22.36443,-0.18664,0,0,0,0,0
22.39776,-0.16581,0,0,0,0,0
22.43109,-0.14498,0,0,0,0,0
22.46442,-0.12414,0,0,0,0,0
22.49775,-0.10331,0,0,0,0,0
22.53108,-0.08248,0,0,0,0,0
22.56441,-0.06165,0,0,0,0,0
22.59774,-0.04082,0,0,0,0,0
22.63107,-0.02999,0,0,0,0,0
22.6644,-0.01958,0,0,0,0,0
22.69773,-0.01,0,0,0,0,0
22.73106,-0.00875,0,0,0,0,0
22.76439,0,0,0,0,0,0
22.79772,0,0,0,0,0,0
